,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688609.SH,14.04,14.55,14.01,14.11,13.83,0.28,2.0246,66616.87,95044.646,7.8373,0.61,14.25,92329.606,14.309,92955.417,13.88,94075.363,13.437,85062.3138,14.2666,95915.9952,14.6493,133135.4578,,,,
1,20211129,688609.SH,13.87,14.23,13.78,13.83,14.05,-0.22,-1.5658,47802.99,66872.359,5.6239,0.42,14.422,108337.34,14.355,97577.468,13.7885,92786.27,13.4257,84629.3312,14.2819,96871.4893,14.6143,134357.9202,,,,
2,20211126,688609.SH,14.3,14.56,13.72,14.05,14.42,-0.37,-2.5659,98678.16,139230.442,11.6092,0.89,14.534,112978.65,14.43,107272.717,13.7205,92304.8425,13.4188,84722.0377,14.2958,98520.0906,14.5782,135609.5024,,,,
3,20211125,688609.SH,14.68,15.36,14.22,14.42,14.84,-0.42,-2.8302,149224.56,220726.952,17.5558,1.54,14.578,110644.896,14.429,108538.362,13.635,89536.13,13.4148,84180.5905,14.3281,99122.6542,14.5379,135939.6253,,,,
4,20211124,688609.SH,14.86,15.24,14.53,14.84,14.97,-0.13,-0.8684,99325.45,147116.932,11.6853,1.06,14.472,97157.37,14.375,106585.191,13.5305,86124.79,13.415,82585.2097,14.3599,99658.4952,14.4902,135008.2451,,,,
5,20211123,688609.SH,14.69,15.46,14.25,14.97,14.39,0.58,4.0306,146655.54,218447.718,17.2536,1.69,14.368,93581.228,14.284,115525.289,13.432,83588.6465,13.4113,81643.88,14.3857,100625.0445,14.4379,134449.0498,,,,
6,20211122,688609.SH,14.48,14.66,14.21,14.39,14.27,0.12,0.8409,71009.54,102118.481,8.3541,0.7,14.288,86817.596,14.081,106861.442,13.3375,78903.2035,13.4018,80035.9403,14.4097,102201.8735,14.3862,133588.6388,,,,
7,20211119,688609.SH,13.9,14.77,13.8,14.27,13.89,0.38,2.7358,87009.39,124725.053,10.2364,0.82,14.326,101566.784,13.913,104025.313,13.295,78394.613,13.4087,79978.6843,14.4626,104435.6457,14.3374,133147.8584,,,,
8,20211118,688609.SH,14.43,14.75,13.82,13.89,14.32,-0.43,-3.0028,81786.93,115535.737,9.622,0.7,14.28,106431.828,13.785,103634.125,13.2715,78461.2875,13.4147,79832.2168,14.5191,106490.5427,14.2899,132668.9182,,,,
9,20211117,688609.SH,14.57,14.69,14.26,14.32,14.57,-0.25,-1.7159,81444.74,117580.468,9.5817,0.59,14.278,116013.012,13.648,99517.778,13.273,77086.929,13.421,79771.5083,14.5672,109243.9266,14.245,132262.0698,,,,
