,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688655.SH,20.5,20.67,19.85,20.18,20.41,-0.23,-1.1269,17592.59,35523.69,5.5461,0.95,20.3,16848.68,19.937,17165.304,19.122,16355.3485,18.4998,11703.7993,19.089,19543.2651,19.1238,23130.1859,,,,
1,20211129,688655.SH,19.89,20.79,19.73,20.41,20.1,0.31,1.5423,17178.37,35158.148,5.4155,0.9,20.344,18524.156,19.811,17064.442,18.9755,16245.5285,18.4968,11834.1937,19.0852,19780.1275,19.1119,23347.7111,,,,
2,20211126,688655.SH,20.17,20.46,19.85,20.1,20.27,-0.17,-0.8387,15118.27,30314.796,4.7661,0.76,20.24,19005.186,19.693,17466.813,18.81,15645.9795,18.4972,11988.6523,19.0786,20089.9453,19.1049,23766.0517,,,,
3,20211125,688655.SH,20.55,20.66,20.23,20.27,20.54,-0.27,-1.3145,13430.74,27367.967,4.2341,0.68,20.13,19986.63,19.603,18317.476,18.6445,15125.816,18.516,12095.8792,19.0816,20455.6554,19.0972,24114.2361,,,,
4,20211124,688655.SH,20.4,20.62,20.16,20.54,20.4,0.14,0.6863,20923.43,42692.883,6.5962,1.2,19.844,19705.376,19.44,19562.881,18.4575,14711.2165,18.5303,12485.9522,19.0761,20754.564,19.0835,24370.2517,,,,
5,20211123,688655.SH,19.81,20.64,19.81,20.4,19.89,0.51,2.5641,25969.97,52768.005,8.1871,1.66,19.574,17481.928,19.208,18747.368,18.2735,14186.221,18.5497,12979.0947,19.072,20995.2262,19.0628,24567.51,,,,
6,20211122,688655.SH,19.55,20.1,19.5,19.89,19.55,0.34,1.7391,19583.52,38857.792,6.1738,1.23,19.278,15604.728,18.989,17111.787,18.1235,13236.622,18.556,13333.4695,19.0621,21136.3559,19.0473,25022.2231,,,,
7,20211119,688655.SH,18.85,19.77,18.7,19.55,18.84,0.71,3.7686,20025.49,38965.3,6.3131,1.2,19.146,15928.44,18.799,16215.461,18.004,12573.4225,18.5603,13432.2477,19.0649,21571.0181,19.0294,25076.6206,,,,
8,20211118,688655.SH,19.19,19.27,18.73,18.84,19.19,-0.35,-1.8239,12024.47,22817.254,3.7908,0.62,19.076,16648.322,18.634,15935.071,17.8835,11773.8095,18.5687,13418.5167,19.0677,22031.8179,19.0143,25162.7553,,,,
9,20211117,688655.SH,18.97,19.23,18.85,19.19,18.92,0.27,1.4271,9806.19,18686.086,3.0914,0.49,19.036,19420.386,18.512,15831.878,17.7945,11511.4805,18.5897,13715.701,19.0699,22169.5916,19.0061,25267.6902,,,,
10,20211116,688655.SH,19.25,19.29,18.68,18.92,19.23,-0.31,-1.6121,16583.97,31364.389,5.2282,0.89,18.842,20012.808,18.307,15545.393,17.703,11338.0055,18.621,14149.8243,19.0693,22375.1243,18.9937,25415.6422,,,,
11,20211115,688655.SH,19.29,19.37,19.01,19.23,19.2,0.03,0.1563,21202.08,40777.015,6.684,1.28,18.7,18618.846,18.14,15426.615,17.6375,10719.9135,18.64,14343.9785,19.0722,22660.3028,18.9832,25636.5377,,,,
12,20211112,688655.SH,18.5,19.3,18.5,19.2,18.64,0.56,3.0043,23624.9,44898.057,7.4478,1.55,18.452,16502.482,17.927,13825.146,17.5575,9828.244,18.6627,14521.9235,19.0699,22939.0621,18.9747,25936.8227,,,,
13,20211111,688655.SH,18.1,18.94,17.99,18.64,18.22,0.42,2.3052,25884.79,48134.208,8.1603,2.11,18.192,15221.82,17.686,11934.156,17.4865,8907.5765,18.6853,14567.5218,19.0579,22924.5108,18.9654,26147.3504,,,,
14,20211110,688655.SH,18.2,18.29,17.99,18.22,18.21,0.01,0.0549,12768.3,23168.283,4.2154,1.15,17.988,12243.37,17.475,9859.552,17.442,7927.704,18.714,14627.4355,19.0522,23101.8346,18.9589,26449.0693,,,,
15,20211109,688655.SH,18.0,18.32,17.82,18.21,17.99,0.22,1.2229,9614.16,17465.456,3.1741,0.79,17.772,11077.978,17.339,9625.074,17.4075,7568.468,18.748,14840.2325,19.0591,23339.6303,18.9625,26904.3835,,,,
