,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688679.SH,12.35,12.57,12.33,12.54,12.35,0.19,1.5385,6888.5,8594.082,2.2025,1.1,12.52,5868.106,12.502,6400.895,12.218,6346.7585,12.6338,9450.1513,12.7507,8970.3974,12.8592,9262.8942,,,,
1,20211129,688679.SH,12.39,12.49,12.19,12.35,12.53,-0.18,-1.4366,4589.5,5667.806,1.4674,0.71,12.524,6277.546,12.49,6356.417,12.16,6470.6115,12.6427,9457.0923,12.7544,8971.1893,12.8686,9290.0214,,,,
2,20211126,688679.SH,12.51,12.66,12.51,12.53,12.6,-0.07,-0.5556,6191.28,7793.59,1.9795,0.91,12.55,6448.834,12.502,6765.259,12.1335,6529.3295,12.6565,9535.9702,12.7611,8989.6974,12.8804,9425.9495,,,,
3,20211125,688679.SH,12.43,12.68,12.4,12.6,12.58,0.02,0.159,5571.79,7003.486,1.7815,0.81,12.546,6816.78,12.47,6700.345,12.106,6379.636,12.6702,9619.9287,12.7676,8992.5936,12.8881,9453.1318,,,,
4,20211124,688679.SH,12.5,12.64,12.47,12.58,12.56,0.02,0.1592,6099.46,7653.16,1.9502,0.88,12.506,6899.84,12.424,7177.42,12.06,6478.384,12.6798,9704.1728,12.7732,9011.3596,12.893,9459.9367,,,,
5,20211123,688679.SH,12.55,12.67,12.48,12.56,12.48,0.08,0.641,8935.7,11221.955,2.857,1.39,12.484,6933.684,12.367,7073.621,12.0285,6413.3435,12.6908,9888.7673,12.7819,9043.3437,12.8972,9490.7416,,,,
6,20211122,688679.SH,12.57,12.57,12.43,12.48,12.51,-0.03,-0.2398,5445.94,6793.141,1.7412,0.77,12.456,6435.288,12.298,6623.919,12.0085,6145.544,12.6933,9988.5467,12.7894,9075.437,12.9032,9514.3276,,,,
7,20211119,688679.SH,12.5,12.59,12.3,12.51,12.4,0.11,0.8871,8031.01,10008.465,2.5678,1.22,12.454,7081.684,12.228,7069.678,11.9905,6002.701,12.7048,10082.9243,12.7991,9113.7197,12.9087,9538.2574,,,,
8,20211118,688679.SH,12.5,12.52,12.23,12.4,12.47,-0.07,-0.5613,5987.09,7409.995,1.9143,0.8,12.394,6583.91,12.129,6589.017,11.965,5812.5605,12.7152,10095.223,12.809,9178.3752,12.9128,9521.0193,,,,
9,20211117,688679.SH,12.34,12.52,12.3,12.47,12.42,0.05,0.4026,6268.68,7782.143,2.0043,0.87,12.342,7455.0,12.039,6428.257,11.9515,5949.7215,12.723,10117.5017,12.8214,9300.7706,12.9172,9518.7718,,,,
