,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688689.SH,54.41,56.4,53.5,54.0,54.41,-0.41,-0.7535,30059.08,164154.465,9.8571,0.5,53.586,49145.084,51.479,53653.91,45.53,46342.3855,36.5297,27681.7768,36.5884,32556.4891,36.1178,35688.3692,,,,
1,20211129,688689.SH,51.2,55.22,50.5,54.41,52.1,2.31,4.4338,48539.67,260456.88,15.9173,0.76,53.626,60219.44,50.398,55005.005,44.6135,47823.953,36.2415,27618.4082,36.4394,32795.5522,35.9124,35746.8499,,,,
2,20211126,688689.SH,52.68,54.49,51.2,52.1,54.31,-2.21,-4.0692,43302.52,226564.497,14.1999,0.63,54.288,64014.812,49.185,54089.201,43.704,49818.574,35.9618,27336.947,36.2601,32775.564,35.7097,35817.0366,,,,
3,20211125,688689.SH,53.11,56.69,51.52,54.31,53.11,1.2,2.2595,62181.19,338936.446,20.3906,0.98,53.488,68562.142,48.185,52492.127,42.803,50167.7915,35.7148,27038.5735,36.111,32920.3845,35.5279,35981.8305,,,,
4,20211124,688689.SH,53.78,55.4,52.56,53.11,54.2,-1.09,-2.0111,61642.96,332904.379,20.2141,1.06,51.192,63310.112,46.943,51069.316,41.5075,47609.733,35.4382,26511.7278,35.9209,32614.7486,35.3148,35855.0863,,,,
5,20211123,688689.SH,57.8,58.88,53.0,54.2,57.72,-3.52,-6.0984,85430.86,469521.446,28.0147,1.72,49.372,58162.736,45.655,49268.88,40.2885,45406.3135,35.1697,25909.6982,35.7483,32422.0436,35.0979,35759.3128,,,,
6,20211122,688689.SH,47.78,57.72,47.08,57.72,48.1,9.62,20.0,67516.53,363154.404,22.1402,1.53,47.17,49790.57,44.084,43616.025,39.0895,41732.5675,34.8712,25139.3267,35.5643,32075.5496,34.8842,35737.5155,,,,
7,20211119,688689.SH,42.94,49.39,42.94,48.1,42.83,5.27,12.3045,66039.17,307327.479,21.6557,1.81,44.082,44163.59,42.093,40471.864,37.6905,39154.6995,34.5038,24431.5377,35.3341,31834.2799,34.6172,35332.5749,,,,
8,20211118,688689.SH,43.68,46.38,42.55,42.83,44.01,-1.18,-2.6812,35921.04,158427.26,11.7793,0.93,42.882,36422.112,41.003,38296.825,36.7795,36661.604,34.2753,23658.0418,35.2151,31718.9809,34.4286,34903.8012,,,,
9,20211117,688689.SH,43.6,44.44,41.9,44.01,43.19,0.82,1.8986,35906.08,154768.282,11.7744,0.89,42.694,38828.52,40.412,39083.911,36.1365,35376.187,34.1302,23645.7432,35.1373,32009.6328,34.2843,34775.8467,,,,
10,20211116,688689.SH,42.48,44.3,42.11,43.19,42.28,0.91,2.1523,43570.03,189703.034,14.2876,1.16,41.938,40375.024,39.581,39030.861,35.471,34245.0435,34.0085,23560.824,35.048,32198.0324,34.1342,34681.1081,,,,
11,20211115,688689.SH,42.26,43.99,41.41,42.28,42.1,0.18,0.4276,39381.63,168374.336,12.9141,1.07,40.998,37441.48,38.829,40642.901,34.87,32595.886,33.8863,23278.6857,34.9596,32414.8271,33.9886,34455.7958,,,,
12,20211112,688689.SH,41.6,42.18,40.97,42.1,41.89,0.21,0.5013,27331.78,113608.263,8.9627,0.68,40.104,36780.138,38.223,45547.947,34.317,31345.563,33.8108,23219.231,34.8816,32886.8614,33.8492,34252.8823,,,,
13,20211111,688689.SH,39.54,42.88,39.2,41.89,40.23,1.66,4.1263,47953.08,197557.219,15.7249,1.22,39.124,40171.538,37.421,47843.456,33.8035,30791.7175,33.7117,23100.2763,34.7675,33102.3899,33.7133,34161.8082,,,,
14,20211110,688689.SH,38.44,41.5,38.1,40.23,38.49,1.74,4.5207,43638.6,175203.011,14.3101,1.16,38.13,39339.302,36.072,44150.15,33.2555,28820.722,33.6203,22741.6213,34.6524,33042.5337,33.5805,33947.7222,,,,
15,20211109,688689.SH,38.72,39.23,38.0,38.49,37.81,0.68,1.7985,28902.31,111515.463,9.4777,0.66,37.224,37686.698,34.922,41543.747,32.805,27430.5445,33.5515,22427.8472,34.5427,33039.8726,33.4558,33705.3718,,,,
16,20211108,688689.SH,36.5,38.33,36.2,37.81,37.2,0.61,1.6398,36074.92,135977.598,11.8298,0.66,36.66,43844.322,34.095,39849.11,32.375,26402.5865,33.5358,22604.8273,34.477,33230.8856,33.3432,33578.6772,,,,
17,20211105,688689.SH,36.91,38.46,36.9,37.2,36.92,0.28,0.7584,44288.78,166633.065,14.5233,0.8,36.342,54315.756,33.288,37837.535,32.033,25137.2585,33.5452,22581.8688,34.3993,33290.6813,33.2381,33394.9152,,,,
18,20211104,688689.SH,36.38,37.47,35.85,36.92,35.7,1.22,3.4174,43791.9,161248.717,14.3604,0.89,35.718,55515.374,32.556,35026.383,31.6855,23361.6435,33.586,22675.075,34.332,33205.9104,33.1362,33205.9298,,,,
19,20211103,688689.SH,35.91,36.18,35.01,35.7,35.67,0.03,0.0841,35375.58,125878.949,11.6005,0.78,34.014,48960.998,31.861,31668.463,31.328,21566.6625,33.5848,22707.6788,34.2784,33393.3358,33.029,32979.423,,,,
