,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688639.SH,92.85,106.96,92.85,101.66,95.35,6.31,6.6177,17830.28,182001.1,7.1923,1.91,100.602,12292.892,95.925,10229.222,86.23,9547.956,69.576,6677.2255,64.6211,6901.5725,62.2737,7494.2739,,,,
1,20211129,688639.SH,115.43,115.99,92.5,95.35,112.0,-16.65,-14.8661,25167.91,252142.102,10.1521,4.55,98.896,9342.848,94.674,9155.787,84.255,8780.968,68.8982,6456.0257,64.0654,6844.0511,61.8683,7488.6642,,,,
2,20211126,688639.SH,95.99,113.18,94.05,112.0,97.49,14.51,14.8836,10269.96,109587.653,4.1427,2.21,98.548,5535.964,94.059,7650.292,82.5975,7766.1685,68.3222,6128.8718,63.6069,6714.7802,61.5618,7364.1936,,,,
3,20211125,688639.SH,97.14,98.1,92.96,97.49,96.51,0.98,1.0154,3893.29,37183.424,1.5705,0.59,94.254,4637.89,91.41,8322.996,80.205,7641.399,67.5222,6056.2797,62.9668,6668.5619,61.1327,7415.2097,,,,
4,20211124,688639.SH,96.0,98.38,93.58,96.51,93.13,3.38,3.6293,4303.02,41489.443,1.7357,0.53,93.208,6617.374,89.621,8982.248,78.38,7944.104,66.9962,6129.3527,62.4686,6682.082,60.8052,7526.5977,,,,
5,20211123,688639.SH,93.61,95.35,92.19,93.13,93.61,-0.48,-0.5128,3080.06,28814.815,1.2424,0.34,91.248,8165.552,87.438,9112.165,76.5085,7895.238,66.4308,6225.8337,61.9862,6721.8718,60.4609,7655.3108,,,,
6,20211122,688639.SH,89.88,96.61,89.88,93.61,90.53,3.08,3.4022,6133.49,57617.687,2.4741,0.63,90.452,8968.726,85.455,9153.418,74.776,7996.49,65.857,6269.7287,61.5489,6787.6872,60.158,7740.9352,,,,
7,20211119,688639.SH,93.0,93.0,89.44,90.53,92.26,-1.73,-1.8751,5779.59,52391.214,2.3314,0.48,89.57,9764.62,83.303,9426.849,73.0505,8123.6285,65.2672,6255.4277,61.1218,6805.0359,59.8474,7841.1328,,,,
8,20211118,688639.SH,86.3,93.99,84.5,92.26,86.71,5.55,6.4006,13790.71,122599.124,5.5628,1.22,88.566,12008.102,81.142,10266.547,71.3275,8310.587,64.7122,6335.3582,60.7138,6808.8894,59.5755,7948.0366,,,,
9,20211117,688639.SH,90.66,90.75,83.8,86.71,89.15,-2.44,-2.737,12043.91,103334.77,4.8582,1.2,86.034,11347.122,78.786,9657.367,69.5645,7761.8375,64.0912,6210.2697,60.2884,6742.5292,59.2946,8013.1137,,,,
10,20211116,688639.SH,87.4,91.5,84.52,89.15,89.2,-0.05,-0.0561,7095.93,62493.207,2.8623,0.76,83.628,10058.778,76.535,8866.69,68.075,7230.723,63.5983,6114.483,59.9183,6713.7887,59.0099,8063.6526,,,,
11,20211115,688639.SH,85.49,89.99,84.01,89.2,85.51,3.69,4.3153,10112.96,88894.292,4.0793,1.11,80.458,9338.11,73.836,8406.149,66.3925,7023.986,63.1007,6044.242,59.5058,6784.4156,58.7128,8166.5658,,,,
12,20211112,688639.SH,80.88,92.0,78.96,85.51,79.6,5.91,7.4246,16997.0,145181.554,6.8562,1.99,77.036,9089.078,71.136,7882.045,64.618,6769.9145,62.6253,5947.8052,59.1102,6738.2786,58.3938,8278.755,,,,
13,20211111,688639.SH,76.0,81.91,75.44,79.6,74.68,4.92,6.5881,10485.81,83090.598,4.2297,1.32,73.718,8524.992,69.0,6959.802,63.1865,6069.513,62.2497,5741.5572,58.7412,6714.0864,58.1036,8480.8824,,,,
14,20211110,688639.SH,73.99,75.7,72.43,74.68,73.3,1.38,1.8827,5602.19,41661.351,2.2598,0.73,71.538,7967.612,67.139,6905.96,62.1955,5722.895,61.9805,5697.3587,58.4798,6684.405,57.8352,8752.0735,,,,
15,20211109,688639.SH,71.76,73.99,71.53,73.3,72.09,1.21,1.6785,3492.59,25418.32,1.4088,0.47,69.442,7674.602,65.579,6678.311,61.2855,5528.9585,61.7342,5711.9847,58.2648,6785.7181,57.5848,9111.7778,,,,
16,20211108,688639.SH,68.96,73.87,68.28,72.09,68.92,3.17,4.5995,8867.8,63823.051,3.5771,1.33,67.214,7474.188,64.097,6839.562,60.416,5534.574,61.4633,5734.3465,58.0899,6893.5128,57.324,9257.6209,,,,
17,20211105,688639.SH,69.98,73.69,68.0,68.92,68.7,0.22,0.3202,14176.57,100714.043,5.7185,2.63,65.236,6675.012,62.798,6820.408,59.711,5184.078,61.2502,5638.8723,57.9036,6928.0842,57.0804,9439.6818,,,,
18,20211104,688639.SH,64.79,69.51,64.46,68.7,64.2,4.5,7.0093,7698.91,52126.032,3.1056,1.32,64.282,5394.612,61.513,6354.627,59.1655,4621.59,61.0857,5461.8427,57.7434,6911.2385,56.8628,9641.2827,,,,
19,20211103,688639.SH,62.4,64.6,62.39,64.2,62.16,2.04,3.2819,4137.14,26409.44,1.6688,0.73,62.74,5844.308,60.343,5866.308,58.663,4406.27,60.928,5437.0208,57.5897,6988.0747,56.6403,9771.5667,,,,
20,20211102,688639.SH,61.78,64.8,61.27,62.16,62.2,-0.04,-0.0643,2490.52,15648.697,1.0046,0.4,61.716,5682.02,59.615,5594.756,58.2895,4588.6545,60.8152,5460.9203,57.4825,7083.5375,56.4625,10016.0942,,,,
21,20211101,688639.SH,64.2,65.0,61.7,62.2,64.15,-1.95,-3.0398,4871.92,30723.212,1.9652,0.7,60.98,6204.936,58.949,5641.823,58.2255,4720.0775,60.7255,5484.939,57.3909,7230.2035,56.3203,10519.6827,,,,
22,20211029,688639.SH,61.75,64.5,59.57,64.15,60.99,3.16,5.1812,7774.57,49085.996,3.1361,1.06,60.36,6965.804,58.1,5657.784,58.2545,4916.079,60.6398,5459.4077,57.3547,7283.7986,56.1663,10866.9962,,,,
23,20211028,688639.SH,61.0,64.98,60.3,60.99,59.08,1.91,3.2329,9947.39,62154.122,4.0125,1.69,58.744,7314.642,57.373,5179.224,58.303,4884.4925,60.4908,5436.2443,57.3182,7369.9719,55.9859,11269.3722,,,,
24,20211027,688639.SH,58.39,59.99,58.01,59.08,58.48,0.6,1.026,3325.7,19650.411,1.3415,0.6,57.946,5888.308,57.252,4539.83,58.4035,4591.541,60.4225,5390.7485,57.2902,7443.0964,55.8373,11774.1662,,,,
25,20211026,688639.SH,58.5,61.76,57.8,58.48,59.1,-0.62,-1.0491,5105.1,30686.242,2.0593,1.01,57.514,5507.492,56.992,4379.606,58.643,4591.959,60.429,5440.025,57.2514,7607.3254,55.6839,12443.7512,,,,
26,20211025,688639.SH,55.07,59.47,53.51,59.1,56.07,3.03,5.404,8676.26,49760.809,3.4998,1.99,56.918,5078.71,56.735,4229.586,59.009,4569.297,60.4403,5574.0535,57.2344,7689.8243,55.5553,13476.3867,,,,
27,20211022,688639.SH,55.8,57.12,54.0,56.07,57.0,-0.93,-1.6316,9518.76,52440.084,3.8396,3.13,55.84,4349.764,56.624,3547.748,59.48,4371.6505,60.4333,5594.8037,57.2068,7784.6337,55.3652,14387.7948,,,,
28,20211021,688639.SH,57.5,58.0,55.4,57.0,56.92,0.08,0.1405,2815.72,16014.579,1.1878,0.88,56.002,3043.806,56.818,2888.553,60.0755,4072.182,60.4772,5627.0127,57.2251,7875.5265,55.1917,15754.803,,,,
29,20211020,688639.SH,56.06,57.2,54.89,56.92,55.5,1.42,2.5586,1421.62,8005.708,0.5997,0.44,56.558,3191.352,56.983,2946.232,60.7015,4165.2325,60.42,5676.0625,57.2406,8063.369,,,,,,
30,20211019,688639.SH,53.2,55.99,52.92,55.5,53.71,1.79,3.3327,2961.19,16305.534,1.2492,0.88,56.47,3251.72,56.964,3582.553,61.345,4480.302,60.3643,5935.7497,57.1969,8230.2385,,,,,,
31,20211018,688639.SH,57.3,57.3,52.7,53.71,56.88,-3.17,-5.5731,5031.53,27130.233,2.1226,1.83,56.552,3380.462,57.502,3798.332,62.23,4927.4745,60.377,6026.1012,57.1769,8395.0818,,,,,,
32,20211015,688639.SH,59.09,60.0,56.77,56.88,59.78,-2.9,-4.8511,2988.97,17170.088,1.2609,1.09,57.408,2745.732,58.409,4174.374,62.86,5297.444,60.4035,6054.4272,57.149,8580.5231,,,,,,
33,20211014,688639.SH,56.47,59.89,56.1,59.78,56.48,3.3,5.8428,3553.45,20963.45,1.499,1.32,57.634,2733.3,59.233,4589.761,63.0415,5304.2075,60.3998,6169.7482,57.087,8963.1563,,,,,,
34,20211013,688639.SH,56.85,56.85,55.35,56.48,55.91,0.57,1.0195,1723.46,9636.849,0.7271,0.44,57.408,2701.112,59.555,4643.252,63.145,5235.113,60.3288,6289.534,56.9632,9357.9092,,,,,,
35,20211012,688639.SH,57.99,57.99,55.55,55.91,57.99,-2.08,-3.5868,3604.9,20304.978,1.5207,0.86,57.458,3913.386,60.294,4804.312,63.4085,5326.622,60.281,6425.827,56.8447,9828.3416,,,,,,
36,20211011,688639.SH,57.4,58.51,56.69,57.99,58.01,-0.02,-0.0345,1857.88,10689.386,0.7838,0.33,58.452,4216.202,61.283,4909.008,63.681,5561.6045,60.2143,6549.9528,56.7056,10002.2303,,,,,,
37,20211008,688639.SH,59.2,59.78,57.6,58.01,58.65,-0.64,-1.0912,2926.81,17084.287,1.2347,0.45,59.41,5603.016,62.336,5195.553,63.7245,5792.929,60.0772,6681.0647,56.5543,10290.8026,,,,,,
