,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688662.SH,42.6,42.88,40.75,41.19,42.18,-0.99,-2.3471,24929.77,104076.245,11.8957,1.06,44.03,26576.434,42.0,19629.743,39.361,14078.2145,36.5565,8092.7298,36.9755,12936.1582,37.1037,14980.3377,,,,
1,20211129,688662.SH,43.0,43.44,41.66,42.18,43.0,-0.82,-1.907,17089.57,72340.864,8.1546,0.76,43.924,23462.316,41.782,18323.973,39.0065,13240.861,36.551,7926.8642,36.9321,12834.0465,37.0607,15013.6721,,,,
2,20211126,688662.SH,44.39,45.0,41.91,43.0,44.99,-1.99,-4.4232,21095.91,90871.222,10.0663,0.96,43.632,22515.874,41.423,17678.26,38.6,12592.58,36.5193,7827.6998,36.8693,12778.4109,37.0258,15116.9152,,,,
3,20211125,688662.SH,48.0,48.0,44.54,44.99,48.79,-3.8,-7.7885,35826.84,163879.963,17.0954,2.16,43.18,21963.456,40.973,16609.373,38.118,11631.0375,36.4943,7733.0678,36.8065,12754.1409,37.0048,15220.1476,,,,
4,20211124,688662.SH,40.22,48.79,40.22,48.79,40.66,8.13,19.9951,33940.08,154997.818,16.1951,2.68,41.812,16575.822,40.285,14520.703,37.5085,10021.5855,36.4395,7484.6143,36.7161,12746.3213,36.9657,15144.9034,,,,
5,20211123,688662.SH,40.5,41.67,40.11,40.66,40.72,-0.06,-0.1473,9359.18,38068.33,4.4659,0.71,39.97,12683.052,39.166,12288.153,36.774,8542.267,36.3005,7420.723,36.6107,12590.3189,36.9008,15115.8116,,,,
6,20211122,688662.SH,40.74,41.25,39.81,40.72,40.74,-0.02,-0.0491,12357.36,50192.921,5.8965,0.96,39.64,13185.63,38.677,12228.403,36.466,8289.542,36.2495,7555.361,36.5852,12673.9805,36.9088,15414.1024,,,,
7,20211119,688662.SH,38.19,41.39,38.19,40.74,38.15,2.59,6.789,18333.82,73662.629,8.7483,1.63,39.214,12840.646,38.082,11237.83,36.153,8082.6995,36.1758,7458.354,36.562,12851.8566,36.8933,15542.8072,,,,
8,20211118,688662.SH,38.93,40.12,38.15,38.15,39.58,-1.43,-3.6129,8888.67,34428.311,4.2414,0.71,38.766,11255.29,37.517,9915.91,35.7355,7261.218,36.0958,7294.6413,36.5446,13010.3254,36.8705,15591.8441,,,,
9,20211117,688662.SH,39.39,39.77,38.54,39.58,39.01,0.57,1.4612,14476.23,56768.251,6.9076,1.22,38.758,12465.584,37.212,9660.423,35.4645,6914.4755,36.0735,7446.0748,36.5397,13113.5466,36.8659,15847.7087,,,,
10,20211116,688662.SH,38.45,39.86,38.03,39.01,38.59,0.42,1.0884,11872.07,46576.473,5.665,1.05,38.362,11893.254,36.722,8526.686,35.153,6344.454,36.0552,7412.1507,36.519,13197.0703,36.8705,15974.7495,,,,
11,20211115,688662.SH,38.67,40.31,38.45,38.59,38.5,0.09,0.2338,10632.44,41657.207,5.0735,1.1,37.714,11271.176,36.231,8157.749,34.8985,5839.823,36.0567,7533.6292,36.5039,13352.6485,36.8787,16172.0392,,,,
12,20211112,688662.SH,38.29,38.9,37.83,38.5,38.11,0.39,1.0234,10407.04,39989.681,4.9659,1.21,36.95,9635.014,35.777,7506.9,34.6825,5440.449,36.08,7877.1205,36.516,13491.6983,36.9077,16437.6425,,,,
13,20211111,688662.SH,37.08,38.83,37.08,38.11,37.6,0.51,1.3564,14940.14,56857.545,7.1289,2.18,36.268,8576.53,35.263,6652.702,34.469,5123.0965,36.0705,7867.2422,36.4997,13554.9609,36.9438,16699.6786,,,,
14,20211110,688662.SH,35.8,37.98,35.51,37.6,35.77,1.83,5.116,11614.58,42991.391,5.5421,2.25,35.666,6855.262,34.732,5522.468,34.235,4526.2435,36.0658,7806.4565,36.5027,13700.6236,36.9927,16983.3528,,,,
15,20211109,688662.SH,34.58,35.86,34.58,35.77,34.77,1.0,2.876,8761.68,31071.302,4.1808,1.74,35.082,5160.118,34.382,4796.381,34.0025,4068.415,36.0643,7780.1245,36.5299,14050.4513,37.0593,17517.3363,,,,
16,20211108,688662.SH,35.18,35.3,34.13,34.77,35.09,-0.32,-0.9119,2451.63,8494.324,1.1698,0.46,34.748,5044.322,34.255,4350.681,33.857,3819.6045,36.0918,7951.3912,36.5638,14295.6698,37.0779,17977.1657,,,,
17,20211105,688662.SH,35.39,35.4,34.65,35.09,35.1,-0.01,-0.0285,5114.62,17945.766,2.4405,1.08,34.604,5378.786,34.224,4927.569,33.752,3932.097,36.1538,8279.9863,36.5873,14443.3575,37.098,18657.6858,,,,
18,20211104,688662.SH,34.76,35.34,34.41,35.1,34.68,0.42,1.2111,6333.8,22155.9,3.0223,1.51,34.258,4728.874,33.954,4606.526,33.608,4108.8575,36.199,8482.2313,36.6065,14643.7523,37.1161,19456.8852,,,,
19,20211103,688662.SH,34.0,34.8,34.0,34.68,34.1,0.58,1.7009,3138.86,10839.044,1.4978,0.71,33.798,4189.674,33.717,4168.528,33.542,3949.556,36.236,8809.6627,36.6345,14944.1845,37.0823,19842.8404,,,,
20,20211102,688662.SH,34.27,35.18,34.0,34.1,34.05,0.05,0.1468,8182.7,28366.738,3.9045,2.24,33.682,4432.644,33.584,4162.222,33.463,3919.842,36.2735,9051.5065,36.6523,15160.7623,37.0189,19922.8154,,,,
21,20211101,688662.SH,33.58,34.3,32.97,34.05,33.36,0.69,2.0683,4123.95,14021.543,1.9678,0.92,33.762,3657.04,33.566,3521.897,33.465,3607.0435,36.3177,9291.3887,36.6715,15368.2343,36.9579,19954.8262,,,,
22,20211029,688662.SH,33.29,33.58,32.51,33.36,32.8,0.56,1.7073,1865.06,6224.824,0.8899,0.42,33.844,4476.352,33.588,3373.998,33.481,3605.8655,36.3412,9562.0245,36.711,15621.7822,36.8946,20098.8072,,,,
23,20211028,688662.SH,34.34,34.34,32.8,32.8,34.1,-1.3,-3.8123,3637.8,12061.84,1.7358,0.88,33.65,4484.178,33.675,3593.491,33.5265,3968.8675,36.3528,9825.151,36.7822,15937.9696,36.8497,20212.154,,,,
24,20211027,688662.SH,34.23,34.49,32.8,34.1,34.5,-0.4,-1.1594,4353.71,14636.263,2.0774,1.12,33.636,4147.382,33.738,3530.019,33.654,3990.4245,36.4147,10380.2705,36.8571,16169.567,36.8095,20306.9974,,,,
25,20211026,688662.SH,34.0,35.0,33.67,34.5,34.46,0.04,0.1161,4304.68,14721.858,2.0541,1.27,33.486,3891.8,33.623,3340.449,33.738,3899.237,36.4535,10649.0353,36.9261,16430.5205,36.7591,20412.3572,,,,
