,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688578.SH,35.68,36.9,35.56,36.36,35.75,0.61,1.7063,37279.85,135747.743,5.1778,1.37,35.704,29533.006,35.701,30142.888,35.5175,35097.2065,30.9428,21990.386,30.0793,20294.1286,30.1944,21644.6358,,,,
1,20211129,688578.SH,34.97,36.18,34.9,35.75,35.37,0.38,1.0744,23835.32,84777.449,3.3105,0.9,35.52,27307.946,35.8,28334.653,35.302,36628.6845,30.826,21997.3963,30.0346,20522.9978,30.1612,21588.4597,,,,
2,20211126,688578.SH,35.34,36.35,34.84,35.37,35.25,0.12,0.3404,18512.96,65502.938,2.5712,0.67,35.486,26545.83,35.966,29930.409,35.0605,39677.719,30.6998,21898.1842,30.021,20993.7281,30.1288,21797.2405,,,,
3,20211125,688578.SH,35.53,35.85,34.78,35.25,35.79,-0.54,-1.5088,26601.18,93927.749,3.6946,0.84,35.534,27640.978,36.084,31206.201,34.7085,39193.1455,30.5772,21973.829,29.997,21275.3607,30.0987,21845.1193,,,,
4,20211124,688578.SH,36.4,37.69,35.45,35.79,35.44,0.35,0.9876,41435.72,150200.549,5.755,1.35,35.484,31526.748,36.204,32585.301,34.3495,38798.4465,30.4613,21757.9818,29.9731,21406.3276,30.0724,21887.18,,,,
5,20211123,688578.SH,35.88,36.77,35.35,35.44,35.58,-0.14,-0.3935,26154.55,94108.153,3.6326,0.89,35.698,30752.77,36.255,32388.24,33.89,37237.858,30.3298,21257.404,29.9352,21563.0918,30.0313,21817.3932,,,,
6,20211122,688578.SH,36.03,36.17,35.03,35.58,35.61,-0.03,-0.0842,20024.74,71534.592,2.7812,0.6,36.08,29361.36,36.276,34020.303,33.482,36092.0665,30.1987,20998.1015,29.8667,21469.8907,29.986,21732.8522,,,,
7,20211119,688578.SH,35.16,35.99,35.12,35.61,35.0,0.61,1.7429,23988.7,85339.313,3.3318,0.69,36.446,33314.988,36.145,37798.909,33.073,35279.2375,30.0732,20923.2143,29.795,21471.5281,29.9425,21692.5652,,,,
8,20211118,688578.SH,37.03,37.07,34.9,35.0,36.86,-1.86,-5.0461,46030.03,163974.972,6.3931,1.37,36.634,34771.424,36.049,40813.122,32.6545,34430.295,29.942,20675.6192,29.7202,21718.5251,29.8991,21745.1607,,,,
9,20211117,688578.SH,37.0,37.35,35.72,36.86,37.35,-0.49,-1.3119,37565.83,137238.379,5.2175,1.1,36.924,33643.854,35.839,39797.939,32.2635,32806.839,29.8203,20074.4828,29.6701,21393.9859,29.8485,21480.8063,,,,
10,20211116,688578.SH,37.41,38.18,37.1,37.35,37.41,-0.06,-0.1604,19197.5,71958.648,2.6663,0.5,36.812,34023.71,35.334,40051.525,31.816,31099.7255,29.6697,19665.317,29.6063,21183.3161,29.7872,21339.4762,,,,
11,20211115,688578.SH,36.78,38.32,36.42,37.41,36.55,0.86,2.3529,39792.88,149345.075,5.5268,0.94,36.472,38679.246,34.804,44922.716,31.347,30387.135,29.5155,19667.9677,29.5318,21107.8796,29.7222,21376.7414,,,,
12,20211112,688578.SH,36.5,36.97,35.85,36.55,36.45,0.1,0.2743,31270.88,113841.584,4.3432,0.67,35.844,42282.83,34.155,49425.029,30.867,28719.4865,29.3493,19223.801,29.4536,20843.1946,29.6553,21310.7853,,,,
13,20211111,688578.SH,36.45,37.92,35.9,36.45,36.3,0.15,0.4132,40392.18,148256.973,5.61,0.88,35.464,46854.82,33.333,47180.09,30.441,27450.4095,29.1945,18877.5603,29.3857,20665.9494,29.5991,21322.7544,,,,
14,20211110,688578.SH,35.39,36.55,35.1,36.3,35.65,0.65,1.8233,39465.11,141541.514,5.4813,0.86,34.754,45952.024,32.495,45011.592,30.036,25838.029,29.046,18474.5278,29.3188,20439.7259,29.5303,21195.6995,,,,
15,20211109,688578.SH,34.46,35.8,34.0,35.65,34.27,1.38,4.0268,42475.18,148773.595,5.8993,0.83,33.856,46079.34,31.525,42087.476,29.632,24232.3255,28.896,18225.1433,29.2558,20192.4661,29.4548,21046.2987,,,,
16,20211108,688578.SH,34.95,36.25,33.7,34.27,34.65,-0.38,-1.0967,57810.8,202424.318,8.0293,1.02,33.136,51166.186,30.688,38163.83,29.2495,22584.57,28.749,17840.8818,29.2,20128.1246,29.3841,20889.4712,,,,
