,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688557.SH,28.33,28.97,27.84,28.02,27.91,0.11,0.3941,6644.93,18874.005,3.8496,2.41,27.874,3562.134,27.633,2720.541,26.899,2505.636,29.269,2916.5643,31.3345,4958.8224,31.7647,4820.7608,,,,
1,20211129,688557.SH,27.05,28.12,27.05,27.91,27.63,0.28,1.0134,3239.95,8979.6,1.877,1.38,27.784,2760.032,27.53,2324.776,26.7285,2389.4715,29.367,3306.4573,31.3861,4923.4228,31.8182,4849.5561,,,,
2,20211126,688557.SH,27.81,28.0,27.62,27.63,27.95,-0.32,-1.1449,1686.83,4676.506,0.9772,0.68,27.704,2349.228,27.483,2315.073,26.585,2565.299,29.5435,3583.3293,31.44,4929.7637,31.8828,4963.7377,,,,
3,20211125,688557.SH,27.86,28.35,27.56,27.95,27.86,0.09,0.323,2688.27,7516.415,1.5574,1.16,27.684,2487.122,27.389,2337.252,26.551,2575.396,29.755,3857.4087,31.5002,4941.0609,31.9395,5031.4274,,,,
4,20211124,688557.SH,27.28,28.09,27.2,27.86,27.57,0.29,1.0519,3550.69,9833.638,2.057,1.89,27.492,2321.952,27.237,2269.288,26.4935,2565.1125,29.941,4214.1845,31.5559,4943.5827,31.9874,5051.3489,,,,
5,20211123,688557.SH,27.55,27.88,27.24,27.57,27.51,0.06,0.2181,2634.42,7267.494,1.5262,1.39,27.392,1878.948,27.05,2107.604,26.4945,2492.6925,30.1267,4621.2948,31.6185,4965.4077,32.0352,5074.3272,,,,
6,20211122,688557.SH,27.3,27.78,27.12,27.51,27.53,-0.02,-0.0726,1185.93,3252.795,0.687,0.52,27.276,1889.52,26.903,2052.89,26.516,2499.575,30.2952,5039.1257,31.6868,4979.7247,32.085,5107.9452,,,,
7,20211119,688557.SH,26.98,27.8,26.98,27.53,26.99,0.54,2.0007,2376.3,6508.793,1.3766,1.09,27.262,2280.918,26.731,2146.488,26.5905,2531.298,30.4142,5217.281,31.7612,5013.7019,32.1388,5160.9428,,,,
8,20211118,688557.SH,27.36,27.48,26.96,26.99,27.36,-0.37,-1.3523,1862.42,5051.92,1.0789,0.84,27.094,2187.382,26.523,2104.821,26.668,2532.1565,30.5115,5263.2647,31.8354,5051.587,32.1812,5156.5032,,,,
9,20211117,688557.SH,26.42,27.38,26.42,27.36,26.99,0.37,1.3709,1335.67,3623.291,0.7738,0.57,26.982,2216.624,26.389,2143.768,26.8135,2523.4845,30.6228,5322.8125,31.9093,5070.5957,32.2261,5150.0594,,,,
10,20211116,688557.SH,27.95,27.95,26.8,26.99,27.44,-0.45,-1.6399,2687.28,7274.636,1.5568,1.21,26.708,2336.26,26.165,2290.731,26.94,2490.447,30.7517,5390.9142,31.9818,5103.3471,32.2678,5151.7302,,,,
11,20211115,688557.SH,26.93,27.47,26.73,27.44,26.69,0.75,2.81,3142.92,8563.97,1.8208,1.56,26.53,2216.26,25.927,2454.167,27.0865,2393.0825,30.8945,5427.5435,32.0549,5120.687,32.3153,5142.2778,,,,
12,20211112,688557.SH,26.53,26.8,26.31,26.69,26.43,0.26,0.9837,1908.62,5073.504,1.1057,0.94,26.2,2012.058,25.687,2815.525,27.2125,2279.281,31.0312,5462.2402,32.1222,5130.2966,32.3583,5132.3967,,,,
13,20211111,688557.SH,25.92,26.6,25.5,26.43,25.99,0.44,1.693,2008.63,5288.002,1.1636,0.97,25.952,2022.26,25.713,2813.54,27.381,2283.025,31.1802,5517.7633,32.1934,5150.6886,32.4097,5139.6441,,,,
14,20211110,688557.SH,26.0,26.54,25.6,25.99,26.1,-0.11,-0.4215,1933.85,5005.475,1.1203,0.86,25.796,2070.912,25.75,2860.937,27.5565,2223.7135,31.3365,5640.9865,32.2663,5172.794,32.4572,5139.1228,,,,
