,trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,ma5,ma_v_5,ma10,ma_v_10,ma20,ma_v_20,ma60,ma_v_60,ma100,ma_v_100,ma120,ma_v_120,ma250,ma_v_250,ma500,ma_v_500
0,20211130,688510.SH,30.02,31.96,29.7,30.48,29.91,0.57,1.9057,37054.91,115240.874,7.1701,2.14,29.606,20770.154,29.387,26006.817,27.137,24126.662,27.0497,22344.8423,27.2338,29874.9042,27.094,31685.714,,,,
1,20211129,688510.SH,28.79,30.1,28.22,29.91,28.89,1.02,3.5306,22711.48,66840.544,4.3946,1.15,29.51,17312.004,28.869,24290.006,26.816,23139.098,27.136,22652.306,27.161,29863.0616,27.0575,31754.9277,,,,
2,20211126,688510.SH,29.06,30.26,28.7,28.89,29.1,-0.21,-0.7216,12850.31,37742.482,2.4865,0.59,29.642,19780.304,28.537,24827.438,26.513,23038.4435,27.2357,23225.7518,27.1097,29907.6503,27.0413,32065.9772,,,,
3,20211125,688510.SH,29.3,29.79,29.03,29.1,29.65,-0.55,-1.855,10424.16,30478.027,2.0171,0.34,29.694,21708.826,28.346,26495.884,26.227,22877.284,27.3382,23954.0502,27.0838,30098.9993,27.0317,32625.4921,,,,
4,20211124,688510.SH,29.72,30.14,28.88,29.65,30.0,-0.35,-1.1667,20809.91,61159.27,4.0267,0.67,29.7,30414.978,28.041,27721.227,25.91,23183.3415,27.4438,26115.909,27.0436,30329.5889,27.0136,32989.3419,,,,
5,20211123,688510.SH,30.57,30.57,29.4,30.0,30.57,-0.57,-1.8646,19764.16,59185.587,3.8243,0.63,29.168,31243.48,27.681,29300.268,25.583,22751.933,27.509,27283.1515,27.0047,30443.8988,26.9535,32914.045,,,,
6,20211122,688510.SH,29.2,31.26,28.47,30.57,29.15,1.42,4.8714,35052.98,105371.905,6.7827,1.17,28.228,31268.008,27.146,30902.425,25.2765,22158.614,27.4988,27454.3302,26.9659,30525.8849,26.8873,32806.814,,,,
7,20211119,688510.SH,29.12,29.59,28.65,29.15,29.13,0.02,0.0687,22492.92,65528.821,4.3523,0.72,27.432,29874.572,26.349,28660.093,24.94,20868.46,27.4868,28115.7325,26.9178,30595.3414,26.8162,32617.2169,,,,
8,20211118,688510.SH,26.93,30.43,26.4,29.13,26.99,2.14,7.9289,53954.92,154522.954,10.4402,2.16,26.998,31282.942,25.733,28407.675,24.6525,20235.3725,27.4607,28071.7582,26.9012,30760.8949,26.7568,32584.9004,,,,
9,20211117,688510.SH,25.52,27.0,25.5,26.99,25.3,1.69,6.6798,24952.42,66109.578,4.8283,0.91,26.382,25027.476,25.226,23829.571,24.381,18203.153,27.4245,27708.2927,26.8894,30730.8164,26.6932,32225.3088,,,,
